"subject","object","probability"
"crossbones","symbolisation","1"
"cimicifuga racemosa","bugbane","1"
"myxomycete","slime mold","1"
"publicity","message","1"
"figwort family","asterid dicot family","1"
"rededication","dedication","1"
"superclass chelicerata","class","1"
"gonadotrophic hormone","hormone","1"
"tabula rasa","head","1"
"lynx pardina","catamount","1"
"scouse","stew","1"
"film noir","picture show","1"
"tile","roofing material","1"
"potassium bromide","salt","1"
"sewing kit","kit","1"
"going away","human activity","1"
"st. barbara's herb","cress","1"
"curandero","therapist","1"
"ovum","gamete","1"
"setaria","liliopsid genus","1"
"schoolmistress","school teacher","1"
"protectorate","territory","1"
"infant mortality rate","death rate","1"
"tentmaker","maker","1"
"mycobacterium","eubacteria","1"
"military recruit","enlisted man","1"
"genus corchorus","dilleniid dicot genus","1"
"portion","apportioning","1"
"fairytale","fib","1"
"holm oak","oak tree","1"
"suspiciousness","distrustfulness","1"
"cotton plant","shrub","1"
"incipience","first","1"
"digitaria sanguinalis","crabgrass","1"
"sarcoplasm","cytoplasm","1"
"shipway","structure","1"
"throwaway","advertizing","1"
"aboulia","psychological condition","1"
"insertional mutagenesis","mutagenesis","1"
"onomatopoeia","rhetorical device","1"
"castanospermum","rosid dicot genus","1"
"laundry basket","hamper","1"
"northern pike","pike","1"
"scientific theory","theory","1"
"genus chrysolepis","hamamelid dicot genus","1"
"use immunity","granting immunity","1"
"rhizobium","bacteria genus","1"
"green","chromatic colour","1"
"deposer","witness","1"
"old lady","married woman","1"
"chrome green","pigment","1"
"paraphrenic schizophrenia","schizophrenic disorder","1"
"solicitorship","billet","1"
"unionist","worker","1"
"sigmoidectomy","excision","1"
"bull session","group discussion","1"
"tax liability","liabilities","1"
"theory","construct","1"
"stubbornness","intractability","1"
"narrowing","form","1"
"traditionalism","adhesion","1"
"international jihad","warfare","1"
"triquetral bone","carpal","1"
"corkscrew","bottle opener","1"
"merrymaker","celebrater","1"
"vomiting","ejection","1"
"palaver","nonsensicality","1"
"volatile storage","store","1"
"xiphias gladius","scombroid fish","1"
"fuscoboletinus","fungus genus","1"
"laurel cherry","angiospermous tree","1"
"tatter","piece of material","1"
"vena pectoralis","vein","1"
"real estate investment trust","fund","1"
"coal oil","fuel","1"
"mp","lawman","1"
"psittacula krameri","parroket","1"
"drilling pipe","piping","1"
"nim tree","tree","1"
"belt buckle","buckle","1"
"graduality","swiftness","1"
"navy department","executive department","1"
"os pubis","bone","1"
"thill","shaft","1"
"monilia disease","mycosis","1"
"aphakia","visual disorder","1"
"holding pattern","flight path","1"
"abies concolor","silver fir","1"
"planck's constant","constant of proportionality","1"
"jolt","bump","1"
"strophe","stanza","1"
"director","decision maker","1"
"chlorthalidone","diuretic","1"
"gaussian curve","curved shape","1"
"homotherm","beast","1"
"hit parade","list","1"
"confederate","friend","1"
"trefoil arch","pointed arch","1"
"vienna sausage","weenie","1"
"tasse","armor plate","1"
"detergent","wetting agent","1"
"laugh line","crease","1"
"charcoal","grey","1"
"authorisation","permission","1"
"pane","lysergic acid diethylamide","1"
"pogy","social welfare","1"
"go","try","1"
"lunda cirrhata","puffin","1"
"surface lift","ski tow","1"
"mot test","trial","1"
"spout","opening","1"
"genus grindelia","asterid dicot genus","1"
"topography","geography","1"
"farrow","giving birth","1"
"supplicant","applier","1"
"blood corpuscle","somatic cell","1"
"black salsify","salsify","1"
"frog","frenchman","1"
"grand mufti","mufti","1"
"surplice","vestment","1"
"execration","denunciation","1"
"c","alphabetic character","1"
"cutlery","tableware","1"
"chronic glaucoma","glaucoma","1"
"half-light","visible light","1"
"reformatory","correctional institution","1"
"mumbling","chewing","1"
"typewriter font","typeface","1"
"old english sheepdog","sheepdog","1"
"prosody","delivery","1"
"clangour","noise","1"
"substitute","jock","1"
"planning","cerebration","1"
"raffinose","trisaccharide","1"
"television news","news","1"
"league of nations","international organisation","1"
"trionyx muticus","soft-shelled turtle","1"
"rudder blade","vane","1"
"athletic facility","facility","1"
"rape","mustard","1"
"sphacele","asterid dicot genus","1"
"blaia zimondal","artificial language","1"
"knight","chess piece","1"
"schtick","stage business","1"
"inter-service support","logistic assistance","1"
"backlog","aggregation","1"
"monogamousness","matrimony","1"
"rachet","mechanical device","1"
"stepping motor","motor","1"
"yips","stress","1"
"mart","retail store","1"
"pincurl clip","clip","1"
"encounter","fight","1"
"military installation","installation","1"
"sapindus saponaria","soapberry","1"
"romanticization","glorification","1"
"old high german","german language","1"
"gradualness","gradient","1"
"genus aphyllanthes","liliid monocot genus","1"
"sea anemone","anthozoan","1"
"tyranni","animal order","1"
"viverricula indica","civet","1"
"genus surnia","bird genus","1"
"principle","rule","1"
"enamel","coating","1"
"democrat","pol","1"
"european woolly thistle","woolly thistle","1"
"nerve","courage","1"
"vulture","raptorial bird","1"
"doubly transitive verb form","transitive verb form","1"
"scene","stage set","1"
"expeditiousness","rapidness","1"
"tennis match","match","1"
"medical intern","dr.","1"
"blockbuster","general-purpose bomb","1"
"docudrama","movie","1"
"four-tailed bandage","patch","1"
"ensemble","musical organisation","1"
"granite stater","american","1"
"nebula","cloud","1"
"lopressor","beta-adrenergic blocker","1"
"tender offer","offering","1"
"lumpy jaw","actinomycosis","1"
"measuring system","instrument","1"
"jar","containerful","1"
"traditional knowledge","cognitive content","1"
"exercise","ceremonial occasion","1"
"lady's-eardrops","fuchsia","1"
"soup-strainer","mustache","1"
"middle greek","hellenic","1"
"clawhammer","hammer","1"
"boatswain's chair","seat","1"
"nigella damascena","nigella","1"
"settee","sofa","1"
"garlic salt","flavoring","1"
"sausage curl","whorl","1"
"addlehead","misfit","1"
"sodium ethylmercurithiosalicylate","antiseptic","1"
"monkey","primate","1"
"fleer","individual","1"
"hockey season","season","1"
"agglomerate","accumulation","1"
"simple sugar","carbohydrate","1"
"decorativeness","visual aspect","1"
"dick","investigator","1"
"system administrator","computer user","1"
"flesh","physical structure","1"
"speakership","berth","1"
"glaciation","environmental condition","1"
"pyrophosphate","salt","1"
"meshuggeneh","tomfool","1"
"tree-frog","batrachian","1"
"wellhead","origin","1"
"pars intermedia","endocrine gland","1"
"costumer","couturier","1"
"audience","opportunity","1"
"witches' broth","motley","1"
"implantation","location","1"
"thing","abstract","1"
"snore","noise","1"
"corolla","gyre","1"
"gold of pleasure","crucifer","1"
"bitter-bark","shrub","1"
"genus dolichonyx","bird genus","1"
"embryonal rhabdosarcoma","rhabdosarcoma","1"
"big businessman","businessman","1"
"oled","led","1"
"aegiceras","asterid dicot genus","1"
"gall midge","dipterous insect","1"
"airflow","flow","1"
"pygmy","small person","1"
"guano","excrement","1"
"tetrasaccharide","oligosaccharide","1"
"dump","written matter","1"
"diet","fast","1"
"cheekiness","rudeness","1"
"cavity resonator","chamber","1"
"testator","mortal","1"
"bar mitzvah","induction","1"
"major power","res publica","1"
"foolishness","stupidity","1"
"brassica napus","mustard","1"
"sudorific","medicine","1"
"sinus venosus sclerae","duct","1"
"big wheel","important person","1"
"prisonbreak","escape","1"
"high roller","gambler","1"
"lactuca sativa capitata","lettuce","1"
"paprika","pepper","1"
"bottom","region","1"
"beauteousness","beauty","1"
"carduelis cucullata","finch","1"
"impeachment","instrument","1"
"postiche","imitation","1"
"crenature","curve","1"
"tie","equivalence","1"
"defiance","intractability","1"
"inquiry","questioning","1"
"dairy cattle","cattle","1"
"lashing","thrashing","1"
"diligence","determination","1"
"fob","vest pocket","1"
"capulin tree","cherry","1"
"complement","counterpart","1"
"dog do","bm","1"
"doctor of theology","doctorate","1"
"puttyroot","orchidaceous plant","1"
"easing","alteration","1"
"president","chief of state","1"
"lateral cerebral sulcus","sulcus","1"
"time of arrival","point in time","1"
"gaiter","shoe","1"
"superlative","level","1"
"wateriness","poorness","1"
"woodcreeper","tyrannid","1"
"second best","competitor","1"
"afro-wig","false hair","1"
"rest period","intermission","1"
"dealer","vendor","1"
"ambloplites rupestris","centrarchid","1"
"genus hazardia","asterid dicot genus","1"
"burette","measuring system","1"
"sluggishness","pace","1"
"guy","simulacrum","1"
"medal","honor","1"
"rummy","drinker","1"
"bull","bunkum","1"
"perineal artery","arterial blood vessel","1"
"acephaly","abnormality","1"
"trackless trolley","motorbus","1"
"cause of death","causal agency","1"
"knob","projection","1"
"asparagus fern","herb","1"
"steamfitter","artificer","1"
"cyclopaedia","reference","1"
"step","sound","1"
"genus caryota","monocot genus","1"
"article","subdivision","1"
"adenium obesum","bush","1"
"pappoose","babe","1"
"flying visit","visit","1"
"davis cup","loving cup","1"
"thyroiditis","rubor","1"
"shucks","saying","1"
"galician","romance","1"
"pixel","constituent","1"
"balm","therapeutic","1"
"tightrope walking","sport","1"
"allosaur","theropod dinosaur","1"
"winter melon","sweet melon","1"
"vitamin m","b complex","1"
"parkinsonia florida","tree","1"
"skin doctor","specialist","1"
"gastric lavage","lavage","1"
"pollution","impureness","1"
"objectiveness","sound judgment","1"
"school","time period","1"
"intracranial cavity","cavity","1"
"otosclerosis","inherited disease","1"
"wahoo","shrub","1"
"false bottom","structure","1"
"clot","glob","1"
"arroyo willow","willow","1"
"oversupply","overmuchness","1"
"cavern","natural enclosure","1"
"pietism","devoutness","1"
"musical genre","style","1"
"barnful","containerful","1"
"mandragora officinarum","herb","1"
"oyster mushroom","agaric","1"
"provider","bourgeois","1"
"abomination","somebody","1"
"harm","modification","1"
"fulmination","explosion","1"
"rotisserie","eating place","1"
"enlargement","treatment","1"
"caul","fetal membrane","1"
"black hemlock","hemlock tree","1"
"season","period","1"
"laminator","skilled workman","1"
"meaning","idea","1"
"platform bed","bed","1"
"crow-bait","saddle horse","1"
"historical paper","story","1"
"strawberry-shrub family","magnoliid dicot family","1"
"personal expense","disbursement","1"
"construction","mathematical operation","1"
"intonation","music","1"
"fritillaria lanceolata","checkered lily","1"
"cacography","handwriting","1"
"himantopus mexicanus","himantopus stilt","1"
"rainbow seaperch","surf fish","1"
"barbecue","dish","1"
"swamp dewberry","running blackberry","1"
"placental","mammal","1"
"boutonniere","adornment","1"
"ariomma","fish genus","1"
"trifoliolate leaf","compound leaf","1"
"boundary","extent","1"
"deaf-muteness","deafness","1"
"levi's","jean","1"
"serpent-worship","animal-worship","1"
"firebird","tyrant bird","1"
"stokehold","chamber","1"
"catchall","receptacle","1"
"kite tail","bob","1"
"ammunition","arms","1"
"jump suit","garment","1"
"decriminalization","legislation","1"
"black knot","plant disease","1"
"tyrosine kinase inhibitor","medicinal drug","1"
"domination","dominance","1"
"olfactory sensation","aesthesis","1"
"desert plume","subshrub","1"
"telephoto lens","camera lens","1"
"amphibious vehicle","motor vehicle","1"
"eggplant","solanaceous vegetable","1"
"double damages","punitive damages","1"
"pouch","cavity","1"
"nictation","reflex action","1"
"subfamily numidinae","bird family","1"
"quickset","cutting","1"
"tribal sheikh","ruler","1"
"abatement","mitigation","1"
"teleconferencing","conference","1"
"deadeye","sharpshooter","1"
"entsy","samoyedic","1"
"rebound","reaction","1"
"warmness","heat","1"
"campion","flower","1"
"genus plumbago","dicot genus","1"
"gazania rigens","gazania","1"
"least resistance","sweat","1"
"otolaryngologist","medical specialist","1"
"grab bag","mixture","1"
"long-term memory","remembering","1"
"stoplight","visual signal","1"
"cusk","saltwater fish","1"
"headdress","article of clothing","1"
"astrodynamics","uranology","1"
"friedreich's ataxia","dyssynergia","1"
"nascency","change","1"
"oxygen mask","breathing machine","1"
"cotton","material","1"
"fusspot","wet blanket","1"
"mistletoe family","parasitic plant","1"
"desyrel","nontricyclic antidepressant drug","1"
"tremolo","quivering","1"
"compact","written agreement","1"
"anguish","distress","1"
"sap","bludgeon","1"
"bishop's pine","pinon","1"
"frail","basket","1"
"hunt","order","1"
"swilling","imbibing","1"
"opportunistic infection","infection","1"
"synthesist","intellectual","1"
"pellitory-of-spain","herb","1"
"tone poem","composition","1"
"ab","jewish calendar month","1"
"circumcision","feast day","1"
"kuomintang","political party","1"
"dishonorable discharge","sacking","1"
"hearsay rule","rule of evidence","1"
"doctor","medical practitioner","1"
"xanthophyl","carotenoid","1"
"parathyroid hormone","endocrine","1"
"path","way","1"
"custodianship","berth","1"
"safety bolt","bolt","1"
"inferiority","caliber","1"
"judgment","legal instrument","1"
"subjectivism","philosophical doctrine","1"
"abbreviator","redact","1"
"mottle","color","1"
"african-american music","musical style","1"
"problem solver","thinker","1"
"electric arc","electrical conduction","1"
"pepper","bush","1"
"pseudohermaphroditism","congenital defect","1"
"genus monstera","monocot genus","1"
"coastguard","service","1"
"slit trench","trench","1"
"f","element","1"
"push-button radio","radio set","1"
"madness","choler","1"
"snuff-color","buff","1"
